,try_n,vulnerability_id,fix_commit_mean_sim,not_fix_commit_mean_sim,num_fix_commit,type
346,2,CVE-2018-17297,0.8714687741457899,0.6357138652897102,3,spacy
347,2,CVE-2018-17297,0.875591499123225,0.6611537079874099,3,fasttext
348,2,CVE-2020-13921,1.0,0.31708944993977983,1,spacy
349,2,CVE-2020-13921,1.0000000000000002,0.24460599213126125,1,fasttext
350,2,CVE-2020-9483,1.0,0.2583781966536648,1,spacy
351,2,CVE-2020-9483,1.0,0.15893261933565667,1,fasttext
352,2,CVE-2020-1960,0.9956901047396237,0.3350408440135094,11,spacy
353,2,CVE-2020-1960,0.9962766516907325,0.3363268332631945,11,fasttext
354,2,CVE-2019-17572,1.0,0.7449469176912646,1,spacy
355,2,CVE-2019-17572,1.0,0.6834954927744892,1,fasttext
356,2,CVE-2020-12480,0.9600292676452558,0.48269341915918157,1,spacy
357,2,CVE-2020-12480,0.960029371649632,0.4367086257471035,1,fasttext
358,2,CVE-2017-7669,0.9650059184089016,0.5701002162016803,2,spacy
359,2,CVE-2017-7669,0.979419604564748,0.6342427437916633,2,fasttext
360,2,CVE-2018-11768,1.0,0.3399924901360247,1,spacy
361,2,CVE-2018-11768,1.0,0.37663921573379733,1,fasttext
362,2,CVE-2018-8009,1.0,0.47135434011813065,13,spacy
363,2,CVE-2018-8009,1.0,0.4825304420786582,13,fasttext
364,2,CVE-2018-12541,1.0,0.41842549661762096,1,spacy
365,2,CVE-2018-12541,1.0,0.5400856475694449,1,fasttext
366,2,CVE-2020-1958,0.8468820472521317,0.2337026131090393,1,spacy
367,2,CVE-2020-1958,0.9755470054216724,0.2287214586870095,1,fasttext
368,2,CVE-2018-11248,0.8864644178395089,0.640154983293389,1,spacy
369,2,CVE-2018-11248,0.8583664170761196,0.5505944130276961,1,fasttext
370,2,CVE-2017-5637,1.0,0.24342561600579884,1,spacy
371,2,CVE-2017-5637,1.0,0.25129820823380417,1,fasttext
372,2,CVE-2019-0201,1.0,0.3373777604986567,3,spacy
373,2,CVE-2019-0201,1.0,0.3411239851787279,3,fasttext
374,2,CVE-2016-9177,1.0,0.6819847335035563,1,spacy
375,2,CVE-2016-9177,1.0,0.7315074956963894,1,fasttext
376,2,CVE-2018-9159,0.7384579578718358,0.7726292091407784,2,spacy
377,2,CVE-2018-9159,0.8200088212798344,0.7863523670538631,2,fasttext
378,3,CVE-2015-1427,0.6871245410595425,0.2096112061945991,3,spacy
379,3,CVE-2015-1427,0.6871245460410819,0.21667832005947157,3,fasttext
380,3,CVE-2015-5531,0.7726663619802105,0.42666735503246206,1,spacy
381,3,CVE-2015-5531,0.7726664426370389,0.4149153745582854,1,fasttext
382,3,CVE-2019-7619,1.0,0.2840474995395343,1,spacy
